"following","active_user"
"718506031710605312","965009689"
"239255514","965009689"
"49908951","965009689"
"137242233","965009689"
"966754639516520449","965009689"
"712462255929950209","965009689"
"1072677137499353089","965009689"
"848989270706724865","965009689"
"124166064","965009689"
"176743965","965009689"
"2573584254","965009689"
"768170525290094592","965009689"
"3664800915","965009689"
"716885422937255936","965009689"
"1494074941","965009689"
"130101014","965009689"
"866930710073884672","965009689"
"108899342","965009689"
"984002154808643584","965009689"
"3316712776","965009689"
"816307300616941569","965009689"
"1125900058757480448","965009689"
"1156760138478342145","965009689"
"211588158","965009689"
"2542778971","965009689"
"911649403","965009689"
"1011622692833947648","965009689"
"1027593377070678018","965009689"
"1139716898092748801","965009689"
"2798489479","965009689"
"3892627162","965009689"
"769103819393339392","965009689"
"898989307133779968","965009689"
"19408495","965009689"
"821105693948264448","965009689"
"113025021","965009689"
"1031020655100055552","965009689"
"3424795220","965009689"
"722125936834060288","965009689"
"248941406","965009689"
"3434056872","965009689"
"1039883686324461568","965009689"
"1004620752476237824","965009689"
"3278212416","965009689"
"1131490810770403329","965009689"
"297169759","965009689"
"604969770","965009689"
"1030131589559328768","965009689"
"2789457827","965009689"
"2190622736","965009689"
"1673573035","965009689"
"702358074892394496","965009689"
"2698074876","965009689"
"168116826","965009689"
"167532359","965009689"
"538161992","965009689"
"2467971727","965009689"
"4460350040","965009689"
"78047500","965009689"
"42561847","965009689"
"3815567296","965009689"
"2169114774","965009689"
"2771539508","965009689"
"3264720967","965009689"
"976406266695299077","965009689"
"755753803","965009689"
"87442736","965009689"
"335548758","965009689"
"409982179","965009689"
"30294468","965009689"
"4724881167","965009689"
"2729857020","965009689"
"343409610","965009689"
"2929301619","965009689"
"1217938922","965009689"
"81023880","965009689"
"63339242","965009689"
"437013922","965009689"
"1130309851","965009689"
"957817394029780992","965009689"
"1053138970023002112","965009689"
"1009707353669763072","965009689"
"17054047","965009689"
"2505327486","965009689"
"830895279926816769","965009689"
"121799030","965009689"
"909851582635941888","965009689"
"35693823","965009689"
"41358714","965009689"
"848760805428305920","965009689"
"352673744","965009689"
"2601142610","965009689"
"2386204954","965009689"
"598563728","965009689"
"796291006245302273","965009689"
"876805342935515137","965009689"
"381187236","965009689"
"107367723","965009689"
"778123308265013249","965009689"
"866963488442388481","965009689"
"979189692229853184","965009689"
"720125461116940288","965009689"
"889132671556890628","965009689"
"921400462838042624","965009689"
"1129440257429008384","965009689"
"138290629","965009689"
"1029058762643066881","965009689"
"897058816226844672","965009689"
"99646624","965009689"
"1028063001755103233","965009689"
"29881875","965009689"
"860519009271394304","965009689"
"85471631","965009689"
"44974922","965009689"
"200448287","965009689"
"87299315","965009689"
"4805771380","965009689"
"28375644","965009689"
"892204235714027520","965009689"
"1075705892610498560","965009689"
"47891751","965009689"
"2336311404","965009689"
"4657994587","965009689"
"174151902","965009689"
"211376476","965009689"
"1010970266","965009689"
"1226740892","965009689"
"1049470267842392065","965009689"
"2149996640","965009689"
"3433516535","965009689"
"1106160968734773248","965009689"
"1204240428","965009689"
"120096860","965009689"
"2207259409","965009689"
"198573449","965009689"
"216356915","965009689"
"910594173547421696","965009689"
"2835314105","965009689"
"589080443","965009689"
"920303901429125120","965009689"
"374659701","965009689"
"488683847","965009689"
"2159593434","965009689"
"2840658614","965009689"
"728662277696552960","965009689"
"2788436090","965009689"
"339667353","965009689"
"956163283030953984","965009689"
"711842070080544770","965009689"
"27204101","965009689"
"33656640","965009689"
"2694564780","965009689"
"426929295","965009689"
"35692792","965009689"
"393852070","965009689"
"816364272452128768","965009689"
"943736953274482688","965009689"
"799316478382047232","965009689"
"164553383","965009689"
"89570058","965009689"
"2778787128","965009689"
"704799523","965009689"
"167324989","965009689"
"1001056967773884417","965009689"
"723416653","965009689"
"1461026449","965009689"
"14207863","965009689"
"881882604177412096","965009689"
"113522520","965009689"
"308528996","965009689"
"2550149892","965009689"
"364556546","965009689"
"1368343176","965009689"
"1122448135597387776","965009689"
"977106037173088256","965009689"
"1297733148","965009689"
"1033922521492381696","965009689"
"180463340","965009689"
"838171205492334592","965009689"
"771990398","965009689"
"2225857256","965009689"
"2386178496","965009689"
"368133480","965009689"
"634011027","965009689"
"216789035","965009689"
"2196922086","965009689"
"844619190","965009689"
"859098517","965009689"
"27726303","965009689"
"788750884092125185","965009689"
"2960152143","965009689"
"856223700638674945","965009689"
"316704002","965009689"
"3794682452","965009689"
"31104638","965009689"
"898087704117760000","965009689"
"1720184712","965009689"
"24208132","965009689"
"39374329","965009689"
"160534735","965009689"
"983470194982088704","965009689"
"1106049446691856385","965009689"
"1114306745742925826","965009689"
"532115122","965009689"
"839071296214294528","965009689"
"2763704717","965009689"
"947379499343032320","965009689"
"462021312","965009689"
"365941621","965009689"
"812274103419711488","965009689"
"1045196422549835776","965009689"
"47837925","965009689"
"844935161477255170","965009689"
"855357152436858884","965009689"
"169007075","965009689"
"429298797","965009689"
"915897697760137217","965009689"
"808657578737668097","965009689"
"147891732","965009689"
"788018144","965009689"
"719342407","965009689"
"3128916135","965009689"
"1410302630","965009689"
"399760705","965009689"
"746447318728192000","965009689"
"992115165716860929","965009689"
"64862896","965009689"
"1013868832992169986","965009689"
"792029764525711360","965009689"
"630986953","965009689"
"2786280835","965009689"
"89095048","965009689"
"2892101517","965009689"
"1396651226","965009689"
"1401504038","965009689"
"2603607210","965009689"
"3903792208","965009689"
"2431958300","965009689"
"4176403100","965009689"
"895814938995957760","965009689"
"3007040948","965009689"
"1009718585437097985","965009689"
"3131362180","965009689"
"1706598408","965009689"
"1088776361047613441","965009689"
"2856342156","965009689"
"856609172342939653","965009689"
"361405892","965009689"
"14792516","965009689"
"209757835","965009689"
"2316909957","965009689"
"318969583","965009689"
"802174098512154625","965009689"
"4823453315","965009689"
"595253201","965009689"
"1080300121","965009689"
"1084054003489550337","965009689"
"786717962","965009689"
"855785704043028484","965009689"
"2197265034","965009689"
"3655412534","965009689"
"48462585","965009689"
"3246250613","965009689"
"972644920371458049","965009689"
"894556600106721280","965009689"
"2676293449","965009689"
"161542843","965009689"
"408063505","965009689"
"742708500","965009689"
"700506338","965009689"
"2283812033","965009689"
"330204167","965009689"
"1009768745659654144","965009689"
"481489755","965009689"
"116426925","965009689"
"855395554951655425","965009689"
"1016875595857387520","965009689"
"483986116","965009689"
"404946566","965009689"
"3421843274","965009689"
"1068579689374064645","965009689"
"2298438576","965009689"
"1059849248668377088","965009689"
"825981793778012160","965009689"
"859261086599569408","965009689"
"890383714911309824","965009689"
"1078596501264203777","965009689"
"41687099","965009689"
"943377944055107584","965009689"
"999095640","965009689"
"1025130261967564800","965009689"
"395373161","965009689"
"272317884","965009689"
"52677367","965009689"
"1065024945887961091","965009689"
"1003664684455792640","965009689"
"2280614198","965009689"
"769965025","965009689"
"3297834192","965009689"
"111635276","965009689"
"884314034463547392","965009689"
"3675537916","965009689"
"12609292","965009689"
"3057917487","965009689"
"717039945551101952","965009689"
"576660740","965009689"
"254268292","965009689"
"18933976","965009689"
"1142606887","965009689"
"2879642556","965009689"
"1100489490","965009689"
"360316674","965009689"
"753676822924046336","965009689"
"1050171400609136640","965009689"
"44031134","965009689"
"877616433609318400","965009689"
"1039538208516780033","965009689"
"19342160","965009689"
"35432131","965009689"
"7748752","965009689"
"225236194","965009689"
"190307293","965009689"
"867935920036528129","965009689"
"783950788397674496","965009689"
"135443828","965009689"
"57009530","965009689"
"795868380","965009689"
"48289662","965009689"
"944348695","965009689"
"723488741348782080","965009689"
"544413354","965009689"
"89134471","965009689"
"38139239","965009689"
"216478332","965009689"
"770607151433777152","965009689"
"57271025","965009689"
"390099931","965009689"
"72516101","965009689"
"949258182089674752","965009689"
"231008287","965009689"
"3964996992","965009689"
"87213772","965009689"
"223716829","965009689"
"3102442327","965009689"
"875458944570802176","965009689"
"2367492977","965009689"
"341987176","965009689"
"892211698030989312","965009689"
"803060232016445440","965009689"
"172532664","965009689"
"256092411","965009689"
"956256838701535232","965009689"
"29362357","965009689"
"767937229662588929","965009689"
"948406829301743616","965009689"
"62289791","965009689"
"1425510848","965009689"
"174309735","965009689"
"978522397635522560","965009689"
"726376809185472512","965009689"
"759692754985242625","965009689"
"1586392657","965009689"
"302039567","965009689"
"2738951837","965009689"
"14779526","965009689"
"53922892","965009689"
"195799559","965009689"
"3094649957","965009689"
"424255011","965009689"
"159249403","965009689"
"821483280746876928","965009689"
"809508010242535425","965009689"
"718992396575510528","965009689"
"893568727689678848","965009689"
"1268751098","965009689"
"2421551478","965009689"
"425893710","965009689"
"833820320","965009689"
"240789819","965009689"
"17889970","965009689"
"134573771","965009689"
"39511166","965009689"
"1640509020","965009689"
"2471739785","965009689"
"1036942063420366850","965009689"
"764100824423362562","965009689"
"3590459123","965009689"
"816291044325261312","965009689"
"895876644","965009689"
"2195885540","965009689"
"773280684173463552","965009689"
"818784469033177088","965009689"
"351342476","965009689"
"923086448533782528","965009689"
"20807723","965009689"
"50940456","965009689"
"3666716001","965009689"
"785115397410295808","965009689"
"79943743","965009689"
"11696212","965009689"
"131903463","965009689"
"251703339","965009689"
"18161963","965009689"
"96513717","965009689"
"89117635","965009689"
"4398626122","965009689"
"1027157162491969536","965009689"
"916171872579985408","965009689"
"107857325","965009689"
"3230388598","965009689"
"736287969678483456","965009689"
"552523769","965009689"
"4761254888","965009689"
"297342445","965009689"
"3599488524","965009689"
"2282724697","965009689"
"2795777609","965009689"
"4187275698","965009689"
"34115195","965009689"
"35306978","965009689"
"24862758","965009689"
"59565181","965009689"
"145637907","965009689"
"273935884","965009689"
"3760488922","965009689"
"2579282690","965009689"
"920925912","965009689"
"70736359","965009689"
"1017524021171310592","965009689"
"71466821","965009689"
"3021760068","965009689"
"2327022092","965009689"
"155987003","965009689"
"20421905","965009689"
"808131298254405632","965009689"
"1217315090","965009689"
"1168003974","965009689"
"1491066691","965009689"
"1262351347","965009689"
"3363584909","965009689"
"1558406653","965009689"
"705387836434829312","965009689"
"2205839264","965009689"
"220316405","965009689"
"20184945","965009689"
"2484386793","965009689"
"12733722","965009689"
"72843097","965009689"
"216008491","965009689"
"109670689","965009689"
"609907253","965009689"
"816681777079218177","965009689"
"200646949","965009689"
"15349840","965009689"
"42530102","965009689"
"172012193","965009689"
"118689933","965009689"
"3224063257","965009689"
"4842897833","965009689"
"34570753","965009689"
"814151081110470656","965009689"
"705437971277869057","965009689"
"4552714514","965009689"
"758581729","965009689"
"510740358","965009689"
"4829972883","965009689"
"935743648607752194","965009689"
"829366551446818816","965009689"
"29328876","965009689"
"178316031","965009689"
"2560397342","965009689"
"819484129251168256","965009689"
"908426033505931265","965009689"
"2894902813","965009689"
"1175299088","965009689"
"19662638","965009689"
"14824849","965009689"
"17533332","965009689"
"1387915232","965009689"
"570727585","965009689"
"273418969","965009689"
"910549878740279298","965009689"
"941127722515832832","965009689"
"112796409","965009689"
"1308805472","965009689"
"3675000200","965009689"
"869378846","965009689"
"3285946728","965009689"
"1114598990","965009689"
"37372199","965009689"
"1536975228","965009689"
"2906491178","965009689"
"2810130269","965009689"
"19944443","965009689"
"1854023672","965009689"
"138840988","965009689"
"4811710465","965009689"
"145329958","965009689"
"64124672","965009689"
"14335041","965009689"
"2163374389","965009689"
"368750485","965009689"
"4846998073","965009689"
"223747301","965009689"
"884409092394991617","965009689"
"2173043167","965009689"
"2612986567","965009689"
"31339337","965009689"
"2563619202","965009689"
"2282326027","965009689"
"325100970","965009689"
"42062299","965009689"
"154594711","965009689"
"702942034399780864","965009689"
"33635566","965009689"
"1584528546","965009689"
"2529934556","965009689"
"86377557","965009689"
"611597719","965009689"
"1601901936","965009689"
"171314974","965009689"
"308032930","965009689"
"998143742","965009689"
"232912876","965009689"
"134423196","965009689"
"83814742","965009689"
"76920734","965009689"
"120979813","965009689"
"818345764501884928","965009689"
"898129012618215424","965009689"
"497634626","965009689"
"889122109615595521","965009689"
"990126731615875073","965009689"
"229910053","965009689"
"252608121","965009689"
"367297219","965009689"
"52188980","965009689"
"1149541562","965009689"
"90258002","965009689"
"4820948042","965009689"
"2832620324","965009689"
"446700155","965009689"
"43678519","965009689"
"9313022","965009689"
"146502086","965009689"
"2841994421","965009689"
"956533877501235200","965009689"
"41569866","965009689"
"3292777386","965009689"
"2382535646","965009689"
"735756209584668672","965009689"
"2320510711","965009689"
"190924467","965009689"
"930082524654686208","965009689"
"2793013837","965009689"
"15458277","965009689"
"43074696","965009689"
"741018710979284992","965009689"
"3308286250","965009689"
"371960204","965009689"
"2375643853","965009689"
"991095211","965009689"
"1277614400","965009689"
"29188151","965009689"
"3389468242","965009689"
"2999852296","965009689"
"966918928017473539","965009689"
"798770586784702464","965009689"
"350424151","965009689"
"24340604","965009689"
"285698560","965009689"
"308946415","965009689"
"884543143768731648","965009689"
"3372467116","965009689"
"2966524959","965009689"
"1264119140","965009689"
"778713354835636224","965009689"
"762093631","965009689"
"277516484","965009689"
"2285862884","965009689"
"32496040","965009689"
"408489791","965009689"
"949008008","965009689"
"26804376","965009689"
"3207653062","965009689"
"1930922520","965009689"
"36406830","965009689"
"2250502885","965009689"
"3970638255","965009689"
"756484590613725184","965009689"
"910092150397906944","965009689"
"3408858034","965009689"
"2864003393","965009689"
"370808273","965009689"
"908546248231182336","965009689"
"20886262","965009689"
"1438498148","965009689"
"820452522494226433","965009689"
"903279844292775936","965009689"
"621064274","965009689"
"768934529448878080","965009689"
"59425706","965009689"
"717884349","965009689"
"59244301","965009689"
"1005864980","965009689"
"262424781","965009689"
"782325","965009689"
"2855536962","965009689"
"3305982290","965009689"
"778302363375403008","965009689"
"798304269963239424","965009689"
"710083370949206016","965009689"
"880297551953485829","965009689"
"881669001717219328","965009689"
"2922432301","965009689"
"843772062468575232","965009689"
"3355601698","965009689"
"740290944742903808","965009689"
"4027727962","965009689"
"4886662091","965009689"
"798659174238474240","965009689"
"4898273109","965009689"
"842936190936518656","965009689"
"22837709","965009689"
"2884533627","965009689"
"57195772","965009689"
"757853288","965009689"
"20149254","965009689"
"2847163450","965009689"
"17375116","965009689"
"534563976","965009689"
"2925241217","965009689"
"5281191","965009689"
"8752222","965009689"
"2970435694","965009689"
"1225914595","965009689"
"74836878","965009689"
"798825180344655874","965009689"
"2413928287","965009689"
"187503462","965009689"
"478491097","965009689"
"224557597","965009689"
"57579512","965009689"
"866426699193491459","965009689"
"22419487","965009689"
"92614042","965009689"
"273375532","965009689"
"4860678929","965009689"
"231641306","965009689"
"703620799412858881","965009689"
"515884422","965009689"
"2760015084","965009689"
"2570819358","965009689"
"168447910","965009689"
"55073144","965009689"
"1339225969","965009689"
"2685196716","965009689"
"970844221077798912","965009689"
"1685242153","965009689"
"1634556649","965009689"
"597569837","965009689"
"1262257472","965009689"
"3284747905","965009689"
"926372113551785985","965009689"
"26225035","965009689"
"318571154","965009689"
"2165373445","965009689"
"42589739","965009689"
"602403521","965009689"
"16212507","965009689"
"52845914","965009689"
"3234208489","965009689"
"969223782043762688","965009689"
"2185152683","965009689"
"441938188","965009689"
"788349702194552832","965009689"
"19722343","965009689"
"2542744795","965009689"
"3235171712","965009689"
"77441602","965009689"
"371328415","965009689"
"16143105","965009689"
"2871402869","965009689"
"863603622","965009689"
"2176619587","965009689"
"236111720","965009689"
"3638422932","965009689"
"836259391380713472","965009689"
"2548686548","965009689"
"270982064","39442549"
"2800345565","39442549"
"937756033660878851","39442549"
"18720918","39442549"
"877440501431095296","39442549"
"751396831297351680","39442549"
"23606334","39442549"
"4894646507","39442549"
"65235102","39442549"
"50910154","39442549"
"104146203","39442549"
"14831475","39442549"
"2831221024","39442549"
"104705276","39442549"
"97994396","39442549"
"4105477510","39442549"
"82673602","39442549"
"91127293","39442549"
"2303751216","39442549"
"3146528560","39442549"
"1127186642907701249","39442549"
"240822931","39442549"
"92263845","39442549"
"81065068","39442549"
"34379992","39442549"
"160909408","39442549"
"524988615","39442549"
"124690469","39442549"
"14819993","39442549"
"2314042050","39442549"
"1106633308341972992","39442549"
"955715941756583938","39442549"
"915645019","39442549"
"117810351","39442549"
"44638576","39442549"
"563600054","39442549"
"113292385","39442549"
"725174199019515904","39442549"
"23503181","39442549"
"371335090","39442549"
"145741371","39442549"
"950687846469390336","39442549"
"484836460","39442549"
"14088589","39442549"
"3331851939","39442549"
"103939712","39442549"
"346708669","39442549"
"26755480","39442549"
"32372834","39442549"
"15716004","39442549"
"3418083580","39442549"
"1009669118486831106","39442549"
"4927593075","39442549"
"2848841210","39442549"
"747811952861274112","39442549"
"269733273","39442549"
"3316376038","39442549"
"556805715","39442549"
"56562803","39442549"
"207924310","39442549"
"1134205064040648711","39442549"
"1963637785","39442549"
"802055286701912064","39442549"
"226900718","39442549"
"14389225","39442549"
"102172021","39442549"
"55268034","39442549"
"2889520524","39442549"
"54911186","39442549"
"459989874","39442549"
"19613267","39442549"
"16686144","39442549"
"1015176121","39442549"
"367709007","39442549"
"732413610","39442549"
"2891982811","39442549"
"507898445","39442549"
"2573317902","39442549"
"106332293","39442549"
"567255514","39442549"
"93723527","39442549"
"201279013","39442549"
"68119545","39442549"
"14637199","39442549"
"1615557272","39442549"
"722682203889614848","39442549"
"16973333","39442549"
"848511075935039492","39442549"
"128490459","39442549"
"1050478262009262080","39442549"
"44309594","39442549"
"18640094","39442549"
"107146393","39442549"
"18904582","39442549"
"150246405","39442549"
"271413771","39442549"
"73322653","39442549"
"25070893","39442549"
"1642135962","39442549"
"1151154718447669250","39442549"
"45319039","39442549"
"194090713","39442549"
"15866793","39442549"
"292758442","39442549"
"619400667","39442549"
"222642262","39442549"
"2977184701","39442549"
"69172612","39442549"
"906328017986899968","39442549"
"793132918411493376","39442549"
"2339115298","39442549"
"19980947","39442549"
"14700117","39442549"
"731143633219551232","39442549"
"160625399","39442549"
"2992367496","39442549"
"475524030","39442549"
"1195245026831323136","39442549"
"52166809","39442549"
"89043072","39442549"
"1146070754615844864","39442549"
"3107509399","39442549"
"969571031030616071","39442549"
"1224183831231524864","39442549"
"82188320","39442549"
"58469473","39442549"
"320524842","39442549"
"2398137084","39442549"
"166476172","39442549"
"56644534","39442549"
"791197","39442549"
"73951647","39442549"
"783719151684685824","39442549"
"73933246","39442549"
"114531894","39442549"
"61731614","39442549"
"614787946","39442549"
"282795728","39442549"
"169179541","39442549"
"79807227","39442549"
"569379953","39442549"
"103982058","39442549"
"1264815228","39442549"
"573872971","39442549"
"2315512764","39442549"
"60619478","39442549"
"42407972","39442549"
"20583993","39442549"
"47813521","39442549"
"1160506639046328321","39442549"
"254948188","39442549"
"30699754","39442549"
"1868735647","39442549"
"1469603575","39442549"
"44706837","39442549"
"1225779630","39442549"
"1136394437012152326","39442549"
"174575115","39442549"
"83795099","39442549"
"94331772","39442549"
"1120564659805929473","39442549"
"802356409","39442549"
"33167774","39442549"
"52544275","39442549"
"181103420","39442549"
"33459117","39442549"
"1134895477902708736","39442549"
"205686035","39442549"
"2192444360","39442549"
"31420598","39442549"
"462985513","39442549"
"433885245","39442549"
"423232386","39442549"
"365956087","39442549"
"632923508","39442549"
"829263344263692289","39442549"
"85981634","39442549"
"1063001428766138368","39442549"
"636247276","39442549"
"2547199921","39442549"
"155814794","39442549"
"614143175","39442549"
"364282535","39442549"
"15987296","39442549"
"114894966","39442549"
"755071647481225217","39442549"
"2247582162","39442549"
"127814860","39442549"
"898990924184915968","39442549"
"862768470072676352","39442549"
"1161370756208648193","39442549"
"66688524","39442549"
"251991248","39442549"
"4856579404","39442549"
"3656468061","39442549"
"59117354","39442549"
"58359180","39442549"
"780035775672913920","39442549"
"819870321901797377","39442549"
"923670278403772416","39442549"
"1058717095","39442549"
"324844629","39442549"
"2552064793","39442549"
"15583376","39442549"
"2495113873","39442549"
"3226730698","39442549"
"150820027","39442549"
"268236620","39442549"
"125485258","39442549"
"809273","39442549"
"60262451","39442549"
"978246554","39442549"
"375272695","39442549"
"4416169041","39442549"
"47591616","39442549"
"153396300","39442549"
"46751619","39442549"
"2812380313","39442549"
"627395817","39442549"
"134816047","39442549"
"17261520","39442549"
"575829976","39442549"
"707228254697082882","39442549"
"802209","39442549"
"738401970482876418","39442549"
"3246414507","39442549"
"55020919","39442549"
"2670321","39442549"
"2387820763","39442549"
"49707025","39442549"
"22209176","39442549"
"213635900","39442549"
"850766899","39442549"
"377435615","39442549"
"36029273","39442549"
"1650747690","39442549"
"28587120","39442549"
"29974801","39442549"
"337527814","39442549"
"38400130","39442549"
"2421855000","39442549"
"276848601","39442549"
"18378349","39442549"
"941134059983351808","39442549"
"991431661","39442549"
"898986032","39442549"
"219434223","39442549"
"36680793","39442549"
"2216139414","39442549"
"19186645","39442549"
"33154517","39442549"
"116832244","39442549"
"47594457","39442549"
"84344194","39442549"
"46357879","39442549"
"224240358","39442549"
"102700680","39442549"
"16746076","39442549"
"1340112085","39442549"
"317704825","39442549"
"187993109","39442549"
"2964569193","39442549"
"66444123","39442549"
"188438662","39442549"
"1114225494960947201","39442549"
"4897628711","39442549"
"42888794","39442549"
"20054731","39442549"
"16831557","39442549"
"111556423","39442549"
"22184904","39442549"
"1920136280","39442549"
"4200924389","39442549"
"285053201","39442549"
"93359458","39442549"
"384831982","39442549"
"4568979016","39442549"
"65739179","39442549"
"2925180318","39442549"
"971473236","39442549"
"218825479","39442549"
"14514804","39442549"
"211194146","39442549"
"612486622","39442549"
"93941571","39442549"
"1019974187975430144","39442549"
"19790872","39442549"
"15602091","39442549"
"52342885","39442549"
"856524819948609536","39442549"
"4352411357","39442549"
"369440783","39442549"
"372618942","39442549"
"111036937","39442549"
"45552145","39442549"
"17152575","39442549"
"260918561","39442549"
"715885958","39442549"
"108909114","39442549"
"4352241137","39442549"
"785457128916082688","39442549"
"907160863794180096","39442549"
"254541171","39442549"
"202998073","39442549"
"162912494","39442549"
"1368717234","39442549"
"818996878951862273","39442549"
"361486440","39442549"
"195801490","39442549"
"33473850","39442549"
"37874853","39442549"
"948063426","39442549"
"33836064","39442549"
"3390650061","39442549"
"15084853","39442549"
"91334232","39442549"
"15761637","39442549"
"509197889","39442549"
"1445650784","39442549"
"817078663095140353","39442549"
"23859156","39442549"
"36157700","39442549"
"28139873","39442549"
"1994321","39442549"
"87241834","39442549"
"1108775917210472453","39442549"
"17813899","39442549"
"56896918","39442549"
"796873140068487168","39442549"
"79942898","39442549"
"2677939802","39442549"
"1461394578","39442549"
"374513131","39442549"
"2425036934","39442549"
"804556370","39442549"
"2999377084","39442549"
"144909618","39442549"
"60654735","39442549"
"18023140","39442549"
"61853389","39442549"
"20957191","39442549"
"539430357","39442549"
"1976143068","39442549"
"4420923215","39442549"
"187475562","39442549"
"18189134","39442549"
"104509652","39442549"
"135643468","39442549"
"36770485","39442549"
"14304714","39442549"
"57602189","39442549"
"2461075736","39442549"
"3005733012","39442549"
"19617417","39442549"
"140896647","39442549"
"70498392","39442549"
"4788342737","39442549"
"305887980","39442549"
"3874118374","39442549"
"969633411857047552","39442549"
"712903327751737344","39442549"
"20266431","39442549"
"918481882794397696","39442549"
"491425942","39442549"
"794372887","39442549"
"27688803","39442549"
"4779809007","39442549"
"59549352","39442549"
"71012593","39442549"
"23694685","39442549"
"21778391","39442549"
"57331162","39442549"
"196122701","39442549"
"51088856","39442549"
"16614442","39442549"
"27073265","39442549"
"21696535","39442549"
"53181608","39442549"
"14567197","39442549"
"368711188","39442549"
"1042788038491992064","39442549"
"1169309615240155136","39442549"
"2755430545","39442549"
"457033547","39442549"
"8935052","39442549"
"15592792","39442549"
"16664681","39442549"
"811377","39442549"
"124171593","39442549"
"166793353","39442549"
"10228272","39442549"
"1181472344","39442549"
"1327359720","39442549"
"70848605","39442549"
"904107343","39442549"
"16451932","39442549"
"732825097489289217","39442549"
"788524","39442549"
"17736978","39442549"
"404009082","39442549"
"2214652482","39442549"
"4564565058","39442549"
"3249871370","39442549"
"74419919","39442549"
"2849665127","39442549"
"3420749333","39442549"
"3293920918","39442549"
"275079661","39442549"
"1024505486480093185","39442549"
"1176885621136060417","39442549"
"18798768","39442549"
"18994600","39442549"
"30331417","39442549"
"2228878592","39442549"
"18994444","39442549"
"2836421","39442549"
"211951561","39442549"
"119572570","39442549"
"1080702641141772288","39442549"
"174263807","39442549"
"2676313880","39442549"
"39384517","39442549"
"3903115580","39442549"
"31109080","39442549"
"358903351","39442549"
"20760831","39442549"
"1530077334","39442549"
"44656218","39442549"
"32521584","39442549"
"2840687505","39442549"
"390692890","39442549"
"123560362","39442549"
"59603406","39442549"
